2521;6718;6726;MADRE;;;;;Si
2522;6719;6727;MADRE;;;;;Si
2523;6720;6728;PADRE;;;;;Si
2524;6721;6729;PADRE;;;;;Si
2525;6722;6730;MADRE;;;;;Si
2526;6723;6731;MADRE;;;;;Si
2527;6724;6732;PADRE;;;;;Si
2528;6725;6733;MADRE;;;;;Si
