2819,7182,7196,MADRE,,,,,Si
2820,7183,7197,MADRE,,,,,Si
2821,7184,7198,MADRE,,,,,Si
2822,7185,7199,MADRE,,,,,Si
2823,7186,7200,MADRE,,,,,Si
2824,7187,7201,MADRE,,,,,Si
2825,7188,7202,PADRE,,,,,Si
2826,7189,7203,MADRE,,,,,Si
2827,7190,7204,MADRE,,,,,Si
2828,7191,7205,PADRE,,,,,Si
2829,7192,7206,MADRE,,,,,Si
2830,7193,7207,MADRE,,,,,Si
2831,7194,7208,MADRE,,,,,Si
2832,7195,7209,MADRE,,,,,Si
