"CRDTPRCODIGO";"DTPRCODIGO";"PRCCODIGO";"DTQMCODIGO";"USUCODIGOACT";"USUCODIGOMOD";"DTPRTAREAS";"DTPRACTINDIV";"DTPRACTGRUPAL";"DTPRLECCIONES";"DTPRPRUEBA";"DTPRADICIONAL1";"DTPRADICIONAL2";"DTPRPROMEDIO1";"DTPRREFUERZO";"DTPRPROMEDIO";"MATCODIGO";"MATDESCRIPCION";"MATORDEN";"MATTIPO";"DTPRESTADO";"PRCNOTA1";"PRCNOTA2";"PRCNOTA3";"PRCNOTA4";"PRCNOTA5";"PRCNOTA6";"PRCNOTA7";"PRCNOTA8";"PRCNOTA9";"PRCDESCA1";"PRCDESCA2";"PRCDESC1";"PRCDESC2";"PRCDESC3";"PRCDESC4";"PRCDESC5";"PRCDESC6";"PRCDESC7";"PRCDESC8";"PRCFECHA1";"PRCFECHA2";"PRCFECHA3";"PRCFECHA4";"PRCFECHA5";"PRCFECHA6";"PRCFECHA7";"PRCFECHA8"
"7893";"558100";"22";"134358";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7894";"557701";"22";"133959";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7895";"558328";"22";"134586";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7896";"558404";"22";"134662";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7897";"558537";"22";"134795";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7898";"558651";"22";"134909";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7899";"558670";"22";"134928";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7900";"557815";"22";"134073";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7901";"558746";"22";"135004";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7902";"558841";"22";"135099";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7903";"557834";"22";"134092";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7904";"558936";"22";"135194";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7905";"559012";"22";"135270";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7906";"559126";"22";"135384";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7907";"559183";"22";"135441";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7908";"557891";"22";"134149";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7909";"559259";"22";"135517";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7910";"559316";"22";"135574";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7911";"559335";"22";"135593";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7912";"559354";"22";"135612";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7913";"559449";"22";"135707";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7914";"559563";"22";"135821";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7915";"559715";"22";"135973";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7916";"558043";"22";"134301";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7917";"558062";"22";"134320";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7918";"558138";"22";"134396";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7919";"557720";"22";"133978";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7920";"558252";"22";"134510";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7921";"558271";"22";"134529";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7922";"557739";"22";"133997";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7923";"558385";"22";"134643";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7924";"558461";"22";"134719";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7925";"558575";"22";"134833";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7926";"558613";"22";"134871";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7927";"558708";"22";"134966";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7928";"558765";"22";"135023";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7929";"558803";"22";"135061";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7930";"558822";"22";"135080";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7931";"558898";"22";"135156";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7932";"558917";"22";"135175";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7933";"559031";"22";"135289";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7934";"557853";"22";"134111";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7935";"557872";"22";"134130";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7936";"559088";"22";"135346";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7937";"559145";"22";"135403";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7938";"559164";"22";"135422";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7939";"559278";"22";"135536";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7940";"559373";"22";"135631";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7941";"559430";"22";"135688";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7942";"557910";"22";"134168";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7943";"559639";"22";"135897";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7944";"391823";"14";"102909";"107";"106";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7945";"392283";"14";"103369";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7946";"392363";"14";"103449";"107";"106";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7947";"392383";"14";"103469";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7948";"392403";"14";"103489";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7949";"392543";"14";"103629";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7950";"392603";"14";"103689";"107";"106";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7951";"392623";"14";"103709";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7952";"391903";"14";"102989";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7953";"392683";"14";"103769";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7954";"392783";"14";"103869";"107";"106";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7955";"392823";"14";"103909";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7956";"392883";"14";"103969";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7957";"393083";"14";"104169";"107";"106";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7958";"393183";"14";"104269";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7959";"393263";"14";"104349";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7960";"393283";"14";"104369";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7961";"393323";"14";"104409";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7962";"393523";"14";"104609";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7963";"393623";"14";"104709";"107";"106";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7964";"393703";"14";"104789";"107";"106";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7965";"393723";"14";"104809";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7966";"393763";"14";"104849";"107";"106";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7967";"393843";"14";"104929";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7968";"393863";"14";"104949";"107";"106";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7969";"393903";"14";"104989";"107";"106";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7970";"556035";"22";"132293";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7971";"556139";"22";"132397";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7972";"556165";"22";"132423";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7973";"556217";"22";"132475";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7974";"556230";"22";"132488";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7975";"556282";"22";"132540";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7976";"556347";"22";"132605";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7977";"556386";"22";"132644";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7978";"556399";"22";"132657";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7979";"556412";"22";"132670";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7980";"556490";"22";"132748";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7981";"556516";"22";"132774";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7982";"556555";"22";"132813";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7983";"556581";"22";"132839";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7984";"556698";"22";"132956";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7985";"556763";"22";"133021";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7986";"556802";"22";"133060";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7987";"556828";"22";"133086";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7988";"556906";"22";"133164";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7989";"556919";"22";"133177";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7990";"556984";"22";"133242";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7991";"557036";"22";"133294";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7992";"557062";"22";"133320";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7993";"557114";"22";"133372";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7994";"557244";"22";"133502";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7995";"557283";"22";"133541";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7996";"557296";"22";"133554";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7997";"557361";"22";"133619";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7998";"557387";"22";"133645";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7999";"557400";"22";"133658";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"8000";"557491";"22";"133749";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"8001";"557517";"22";"133775";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"8002";"557569";"22";"133827";"107";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"8003";"392103";"14";"103189";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"8004";"392143";"14";"103229";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"8005";"392183";"14";"103269";"107";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"ASISTENCIA";"17";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
