"CRDTPRCODIGO";"DTPRCODIGO";"PRCCODIGO";"DTQMCODIGO";"USUCODIGOACT";"USUCODIGOMOD";"DTPRTAREAS";"DTPRACTINDIV";"DTPRACTGRUPAL";"DTPRLECCIONES";"DTPRPRUEBA";"DTPRADICIONAL1";"DTPRADICIONAL2";"DTPRPROMEDIO1";"DTPRREFUERZO";"DTPRPROMEDIO";"MATCODIGO";"MATDESCRIPCION";"MATORDEN";"MATTIPO";"DTPRESTADO";"PRCNOTA1";"PRCNOTA2";"PRCNOTA3";"PRCNOTA4";"PRCNOTA5";"PRCNOTA6";"PRCNOTA7";"PRCNOTA8";"PRCNOTA9";"PRCDESCA1";"PRCDESCA2";"PRCDESC1";"PRCDESC2";"PRCDESC3";"PRCDESC4";"PRCDESC5";"PRCDESC6";"PRCDESC7";"PRCDESC8";"PRCFECHA1";"PRCFECHA2";"PRCFECHA3";"PRCFECHA4";"PRCFECHA5";"PRCFECHA6";"PRCFECHA7";"PRCFECHA8"
"1";"60934";"2";"30460";"112";"112";"8.86";"0";"0";"8.86";"0";"0";"0";"0";"0";"8.86";"63";"INGLES";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"2";"22732";"2";"22732";"112";"112";"7";"0";"0";"8";"0";"0";"0";"0";"0";"7.5";"97";"INGLES";"5";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"3";"26087";"2";"26087";"112";"101";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"173";"EDUC. FISICA";"14";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;"TAREAS";;;;"CUERDA";"HUEVO";"TUBERIA";
"4";"72322";"5";"11314";"3";"3";"10";"10";"0";"10";"9.8";"0";"0";"9.95";"0";"9.95";"7";"LENGUA Y LITERATURA";"1";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"5";"96681";"7";"35673";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"6";"96694";"7";"35686";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"7";"96707";"7";"35699";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"8";"96720";"7";"35712";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"9";"96733";"7";"35725";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"10";"96746";"7";"35738";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"11";"96759";"7";"35751";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"12";"96772";"7";"35764";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"13";"96785";"7";"35777";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"14";"96798";"7";"35790";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"15";"96811";"7";"35803";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"16";"96824";"7";"35816";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"17";"96837";"7";"35829";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"18";"96850";"7";"35842";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"19";"96863";"7";"35855";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"20";"96876";"7";"35868";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"21";"96889";"7";"35881";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"22";"96902";"7";"35894";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"23";"96915";"7";"35907";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"24";"96928";"7";"35920";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"25";"96941";"7";"35933";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"26";"96954";"7";"35946";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"27";"96967";"7";"35959";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"28";"96980";"7";"35972";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"29";"96993";"7";"35985";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"30";"97006";"7";"35998";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"31";"97019";"7";"36011";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"32";"97032";"7";"36024";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"33";"97045";"7";"36037";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"34";"97058";"7";"36050";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"35";"97071";"7";"36063";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"36";"97084";"7";"36076";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"37";"97097";"7";"36089";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"38";"97110";"7";"36102";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"39";"97123";"7";"36115";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"40";"97136";"7";"36128";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"41";"97149";"7";"36141";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"42";"97162";"7";"36154";"111";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"COMPORTAMIENTO";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"43";"116036";"8";"55028";"112";"118";"9";"8.5";"8";"7";"8";"10";"7";"0";"0";"0";"108";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cuaderno";"Educ. Sexual";;;;;;;;;;;;;;;;
"44";"116049";"8";"55041";"112";"118";"10";"10";"9";"10";"8";"10";"9.5";"0";"0";"0";"108";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cuaderno";"Educ. Sexual";;;;;;;;;;;;;;;;
"45";"116062";"8";"55054";"112";"118";"10";"7";"7";"4";"6";"8";"8";"0";"0";"0";"108";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cuaderno";"Educ. Sexual";;;;;;;;;;;;;;;;
"46";"116075";"8";"55067";"112";"118";"10";"10";"10";"8";"9";"10";"8";"0";"0";"0";"108";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cuaderno";"Educ. Sexual";;;;;;;;;;;;;;;;
"47";"116088";"8";"55080";"112";"118";"10";"10";"10";"9";"9.5";"10";"9";"0";"0";"0";"108";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cuaderno";"Educ. Sexual";;;;;;;;;;;;;;;;
"48";"116101";"8";"55093";"112";"118";"10";"8.5";"10";"10";"8";"7";"6";"0";"0";"0";"108";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cuaderno";"Educ. Sexual";;;;;;;;;;;;;;;;
"49";"116114";"8";"55106";"112";"118";"9";"8";"10";"9";"9";"8";"8.5";"0";"0";"0";"108";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cuaderno";"Educ. Sexual";;;;;;;;;;;;;;;;
"50";"116127";"8";"55119";"112";"118";"10";"7";"7";"9";"9";"9";"9";"0";"0";"0";"108";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cuaderno";"Educ. Sexual";;;;;;;;;;;;;;;;
"51";"116140";"8";"55132";"112";"118";"7";"7";"7";"9";"8";"5";"7";"0";"0";"0";"108";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cuaderno";"Educ. Sexual";;;;;;;;;;;;;;;;
"52";"116153";"8";"55145";"112";"118";"10";"10";"10";"8";"9";"9";"8.5";"0";"0";"0";"108";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cuaderno";"Educ. Sexual";;;;;;;;;;;;;;;;
"53";"116166";"8";"55158";"112";"118";"7";"8";"9.5";"7";"8";"7";"9";"0";"0";"0";"108";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cuaderno";"Educ. Sexual";;;;;;;;;;;;;;;;
"54";"116179";"8";"55171";"112";"118";"10";"9";"10";"4";"9";"9";"7.5";"0";"0";"0";"108";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cuaderno";"Educ. Sexual";;;;;;;;;;;;;;;;
"55";"116192";"8";"55184";"112";"118";"10";"10";"10";"10";"8";"10";"9";"0";"0";"0";"108";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cuaderno";"Educ. Sexual";;;;;;;;;;;;;;;;
"56";"116205";"8";"55197";"112";"118";"10";"10";"10";"8";"9";"10";"9";"0";"0";"0";"108";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cuaderno";"Educ. Sexual";;;;;;;;;;;;;;;;
"57";"116218";"8";"55210";"112";"118";"7";"8";"8";"7";"8";"8";"8";"0";"0";"0";"108";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cuaderno";"Educ. Sexual";;;;;;;;;;;;;;;;
"58";"116231";"8";"55223";"112";"118";"10";"10";"10";"10";"8";"10";"9";"0";"0";"0";"108";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cuaderno";"Educ. Sexual";;;;;;;;;;;;;;;;
"59";"116244";"8";"55236";"112";"118";"10";"10";"10";"8";"9";"10";"9.5";"0";"0";"0";"108";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cuaderno";"Educ. Sexual";;;;;;;;;;;;;;;;
"60";"116257";"8";"55249";"112";"118";"8";"10";"8";"8";"8";"9";"7";"0";"0";"0";"108";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cuaderno";"Educ. Sexual";;;;;;;;;;;;;;;;
"61";"116270";"8";"55262";"112";"118";"7";"9";"9";"8";"8";"7";"8";"0";"0";"0";"108";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cuaderno";"Educ. Sexual";;;;;;;;;;;;;;;;
"62";"116283";"8";"55275";"112";"118";"10";"10";"10";"8";"10";"10";"9";"0";"0";"0";"108";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cuaderno";"Educ. Sexual";;;;;;;;;;;;;;;;
"63";"116296";"8";"55288";"112";"118";"10";"10";"10";"8";"10";"10";"9";"0";"0";"0";"108";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cuaderno";"Educ. Sexual";;;;;;;;;;;;;;;;
"64";"116309";"8";"55301";"112";"118";"10";"10";"10";"10";"10";"10";"9.5";"0";"0";"0";"108";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cuaderno";"Educ. Sexual";;;;;;;;;;;;;;;;
"65";"116322";"8";"55314";"112";"118";"7";"10";"6";"10";"8";"8";"10";"0";"0";"0";"108";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cuaderno";"Educ. Sexual";;;;;;;;;;;;;;;;
"66";"116335";"8";"55327";"112";"118";"10";"10";"9";"4";"8";"10";"5";"0";"0";"0";"108";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cuaderno";"Educ. Sexual";;;;;;;;;;;;;;;;
"67";"116348";"8";"55340";"112";"118";"10";"10";"10";"10";"10";"10";"9";"0";"0";"0";"108";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cuaderno";"Educ. Sexual";;;;;;;;;;;;;;;;
"68";"116361";"8";"55353";"112";"118";"10";"10";"7";"8";"6";"10";"8.5";"0";"0";"0";"108";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cuaderno";"Educ. Sexual";;;;;;;;;;;;;;;;
"69";"116374";"8";"55366";"112";"118";"10";"10";"9";"8";"9";"9";"7";"0";"0";"0";"108";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cuaderno";"Educ. Sexual";;;;;;;;;;;;;;;;
"70";"116387";"8";"55379";"112";"118";"7";"10";"7";"10";"8";"10";"7";"0";"0";"0";"108";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cuaderno";"Educ. Sexual";;;;;;;;;;;;;;;;
"71";"101492";"7";"40484";"111";"12";"10";"0.01";"0.01";"0.01";"0.01";"0";"0";"2.01";"0";"2.01";"111";"COMPUTACION";"6";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"72";"117895";"8";"56887";"1";"37";"6.5";"9";"0";"0";"0";"0";"0";"7.75";"0";"7.75";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"73";"117931";"8";"56923";"1";"37";"8";"10";"0";"0";"0";"0";"0";"9";"0";"9";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"74";"117967";"8";"56959";"1";"37";"7.5";"8.5";"0";"0";"0";"0";"0";"8";"0";"8";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"75";"117985";"8";"56977";"1";"37";"5";"5";"0";"0";"0";"0";"0";"5";"0";"5";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"76";"118003";"8";"56995";"1";"37";"7";"9.5";"0";"0";"0";"0";"0";"8.25";"0";"8.25";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"77";"118021";"8";"57013";"1";"37";"7";"10";"0";"0";"0";"0";"0";"8.5";"0";"8.5";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"78";"118039";"8";"57031";"1";"37";"7";"9.5";"0";"0";"0";"0";"0";"8.25";"0";"8.25";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"79";"118057";"8";"57049";"1";"37";"5";"10";"0";"0";"0";"0";"0";"7.5";"0";"7.5";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"80";"118075";"8";"57067";"1";"37";"5";"10";"0";"0";"0";"0";"0";"7.5";"0";"7.5";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"81";"118093";"8";"57085";"1";"37";"7";"10";"0";"0";"0";"0";"0";"8.5";"0";"8.5";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"82";"118111";"8";"57103";"1";"37";"5";"10";"0";"0";"0";"0";"0";"7.5";"0";"7.5";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"83";"118129";"8";"57121";"1";"37";"5";"5";"0";"0";"0";"0";"0";"5";"0";"5";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"84";"118147";"8";"57139";"1";"37";"7";"9.25";"0";"0";"0";"0";"0";"8.13";"0";"8.13";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"85";"118165";"8";"57157";"1";"37";"5";"9.5";"0";"0";"0";"0";"0";"7.25";"0";"7.25";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"86";"118183";"8";"57175";"1";"37";"7";"10";"0";"0";"0";"0";"0";"8.5";"0";"8.5";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"87";"118201";"8";"57193";"1";"37";"7.5";"9.5";"0";"0";"0";"0";"0";"8.5";"0";"8.5";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"88";"118219";"8";"57211";"1";"37";"7.5";"5";"0";"0";"0";"0";"0";"6.25";"0";"6.25";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"89";"118237";"8";"57229";"1";"37";"5";"10";"0";"0";"0";"0";"0";"7.5";"0";"7.5";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"90";"118255";"8";"57247";"1";"37";"5";"5";"0";"0";"0";"0";"0";"5";"0";"5";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"91";"118273";"8";"57265";"1";"37";"7";"9.5";"0";"0";"0";"0";"0";"8.25";"0";"8.25";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"92";"118291";"8";"57283";"1";"37";"6";"10";"0";"0";"0";"0";"0";"8";"0";"8";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"93";"118309";"8";"57301";"1";"37";"5";"5";"0";"0";"0";"0";"0";"5";"0";"5";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"94";"118327";"8";"57319";"1";"37";"6";"10";"0";"0";"10";"0";"0";"8";"0";"8";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"95";"118345";"8";"57337";"1";"37";"7";"5";"0";"0";"0";"0";"0";"6";"0";"6";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"96";"118363";"8";"57355";"1";"37";"5";"9.5";"0";"0";"0";"0";"0";"7.25";"0";"7.25";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"97";"118381";"8";"57373";"1";"37";"7";"10";"0";"0";"0";"0";"0";"8.5";"0";"8.5";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"98";"118399";"8";"57391";"1";"37";"7";"9.25";"0";"0";"0";"0";"0";"8.13";"0";"8.13";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"99";"118417";"8";"57409";"1";"37";"5";"9";"0";"0";"0";"0";"0";"7";"0";"7";"227";"EMPRENDIMIENTO Y GESTION";"12";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"100";"113972";"8";"52964";"112";"36";"10";"10";"6";"9.5";"9.5";"0";"0";"9";"0";"9";"67";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"101";"113985";"8";"52977";"112";"36";"8";"7.5";"10";"7.8";"8.3";"0";"0";"8.32";"0";"8.32";"67";"CIENCIAS NATURALES";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"102";"106732";"7";"48129";"111";"121";"8";"9";"0";"7";"1.3";"0";"0";"6.33";"0";"6.33";"53";"INGLES";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"103";"106836";"7";"48233";"111";"121";"7";"7";"0";"8";"2.05";"0";"0";"6.01";"0";"6.01";"53";"INGLES";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"104";"107122";"7";"48519";"111";"121";"8";"9";"0";"8";"2.7";"0";"0";"6.93";"0";"6.93";"53";"INGLES";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
"105";"106927";"7";"48324";"111";"121";"9";"9";"0";"8";"1.3";"0";"0";"6.83";"0";"6.83";"53";"INGLES";"7";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;;;;;;;
