"CRDTQMCODIGO";"DTQMCODIGO";"USUCODIGO";"USUCODIGOACT";"QUICODIGO";"MTRNO";"MATCODIGO";"QUIPROMPARCIAL";"QUIEQUIVALENCIA80";"QUIEXAMEN";"QUIEQUIVALENCIA20";"QUIPROMQUIMESTRE";"MTRESTADO";"DTQMESTADO"
"268";"20293";"112";"112";"1";"1107";"56";"9.57";"7.66";"0";"0";"7.66";"1";"1"
"269";"20066";"112";"112";"1";"1090";"50";"7.27";"5.82";"0";"0";"5.82";"1";"1"
"270";"15365";"112";"112";"1";"951";"25";"7.98";"6.38";"0";"0";"6.38";"1";"1"
"271";"19174";"112";"112";"1";"1021";"45";"7.87";"6.3";"0";"0";"6.3";"1";"1"
"272";"19200";"112";"112";"1";"1023";"45";"7.59";"6.07";"0";"0";"6.07";"1";"1"
"273";"19317";"112";"112";"1";"1032";"45";"7.88";"6.3";"6";"1.2";"7.5";"1";"1"
"274";"19421";"112";"112";"1";"1040";"45";"8.52";"6.82";"0";"0";"6.82";"1";"1"
"275";"21319";"112";"112";"1";"1186";"65";"8.83";"7.06";"0";"0";"7.06";"1";"1"
"276";"21345";"112";"112";"1";"1188";"65";"7.99";"6.39";"0";"0";"6.39";"1";"1"
"277";"21397";"112";"112";"1";"1192";"65";"8.49";"6.79";"0";"0";"6.79";"1";"1"
"278";"21436";"112";"112";"1";"1195";"65";"8.34";"6.67";"0";"0";"6.67";"1";"1"
"279";"19148";"112";"112";"1";"1019";"45";"7.81";"6.25";"0";"0";"6.25";"1";"1"
"280";"21311";"112";"112";"1";"1186";"57";"8.59";"6.87";"0";"0";"6.87";"1";"1"
"281";"21337";"112";"112";"1";"1188";"57";"7.37";"5.9";"0";"0";"5.9";"1";"1"
"282";"22143";"112";"112";"1";"1973";"2";"7.86";"6.29";"0";"0";"6.29";"1";"1"
"283";"22195";"112";"112";"1";"1977";"2";"7.47";"5.98";"0";"0";"5.98";"1";"1"
"284";"22416";"112";"112";"1";"1994";"2";"9.17";"7.34";"0";"0";"7.34";"1";"1"
"285";"21727";"112";"112";"1";"1940";"2";"7.35";"5.88";"0";"0";"5.88";"1";"1"
"286";"21896";"112";"112";"1";"1953";"2";"6.84";"5.47";"0";"0";"5.47";"1";"1"
"287";"22000";"112";"112";"1";"1961";"2";"6.86";"5.49";"0";"0";"5.49";"1";"1"
"288";"19571";"112";"112";"1";"1052";"39";"8.58";"6.86";"0";"0";"6.86";"1";"1"
"289";"21313";"112";"112";"1";"1186";"59";"9.21";"7.37";"0";"0";"7.37";"1";"1"
"290";"21905";"112";"112";"1";"1953";"71";"7.48";"5.98";"0";"0";"5.98";"1";"1"
"291";"22196";"112";"112";"1";"1977";"3";"6.29";"5.03";"0";"0";"5.03";"1";"1"
"292";"22422";"112";"112";"1";"1994";"68";"9.16";"7.33";"0";"0";"7.33";"1";"1"
"293";"22421";"112";"112";"1";"1994";"67";"8.61";"6.89";"0";"0";"6.89";"1";"1"
"294";"22423";"112";"112";"1";"1994";"69";"8.61";"6.89";"0";"0";"6.89";"1";"1"
"295";"22424";"112";"112";"1";"1994";"70";"8.12";"6.5";"0";"0";"6.5";"1";"1"
"296";"22425";"112";"112";"1";"1994";"71";"7.86";"6.29";"0";"0";"6.29";"1";"1"
"297";"22426";"112";"112";"1";"1994";"72";"8.67";"6.94";"0";"0";"6.94";"1";"1"
"298";"22572";"112";"112";"1";"2006";"75";"7.95";"6.36";"0";"0";"6.36";"1";"1"
"299";"22624";"112";"112";"1";"2010";"75";"7.84";"6.27";"0";"0";"6.27";"1";"1"
"300";"22949";"112";"112";"1";"2035";"75";"6.5";"5.2";"0";"0";"5.2";"1";"1"
"301";"22962";"112";"112";"1";"2036";"75";"7.85";"6.28";"0";"0";"6.28";"1";"1"
"302";"22952";"112";"112";"1";"2035";"96";"6.16";"4.93";"0";"0";"4.93";"1";"1"
"303";"23677";"112";"112";"1";"2091";"75";"6.77";"5.42";"0";"0";"5.42";"1";"1"
"304";"23535";"112";"112";"1";"2080";"94";"8.91";"7.13";"0";"0";"7.13";"1";"1"
"305";"23538";"112";"112";"1";"2080";"97";"9.33";"7.46";"0";"0";"7.46";"1";"1"
"306";"24080";"112";"112";"1";"2122";"106";"7.73";"6.18";"0";"0";"6.18";"1";"1"
"307";"23993";"112";"112";"1";"2115";"110";"4.89";"3.91";"0";"0";"3.91";"1";"1"
"308";"24084";"112";"112";"1";"2122";"110";"7.09";"5.67";"0";"0";"5.67";"1";"1"
"309";"23891";"112";"112";"1";"2107";"112";"8.81";"7.05";"0";"0";"7.05";"1";"1"
"310";"23904";"112";"112";"1";"2108";"112";"8.28";"6.62";"0";"0";"6.62";"1";"1"
"311";"23995";"112";"112";"1";"2115";"112";"7.39";"5.91";"0";"0";"5.91";"1";"1"
"312";"24266";"112";"112";"1";"2136";"110";"6.01";"4.81";"0";"0";"4.81";"1";"1"
"313";"24357";"112";"112";"1";"2143";"110";"7.86";"6.29";"0";"0";"6.29";"1";"1"
"314";"24593";"112";"112";"1";"2161";"112";"8";"6.4";"0";"0";"6.4";"1";"1"
"315";"24814";"112";"112";"1";"2178";"112";"8.95";"7.16";"0";"0";"7.16";"1";"1"
"316";"25004";"112";"112";"1";"2193";"107";"7.93";"6.34";"0";"0";"6.34";"1";"1"
"317";"25056";"112";"112";"1";"2197";"107";"8.71";"6.97";"0";"0";"6.97";"1";"1"
"318";"25134";"112";"112";"1";"2203";"107";"7.11";"5.69";"0";"0";"5.69";"1";"1"
"319";"25061";"112";"112";"1";"2197";"112";"9.5";"7.6";"0";"0";"7.6";"1";"1"
"320";"25087";"112";"112";"1";"2199";"112";"8.32";"6.66";"0";"0";"6.66";"1";"1"
"321";"25217";"112";"112";"1";"2209";"112";"9.56";"7.65";"0";"0";"7.65";"1";"1"
"322";"25667";"112";"112";"1";"2407";"119";"7.53";"6.02";"0";"0";"6.02";"1";"1"
"323";"25703";"112";"112";"1";"2409";"119";"7.29";"5.83";"0";"0";"5.83";"1";"1"
"324";"26945";"112";"112";"1";"2512";"119";"7.61";"6.09";"0";"0";"6.09";"1";"1"
"325";"26949";"112";"112";"1";"2512";"123";"5.86";"4.69";"0";"0";"4.69";"1";"1"
"326";"26959";"112";"112";"1";"2512";"227";"7.95";"6.36";"0";"0";"6.36";"1";"1"
"327";"25704";"112";"112";"1";"2409";"120";"6.27";"5.02";"0";"0";"5.02";"1";"1"
"328";"25712";"112";"112";"1";"2409";"130";"7.47";"5.98";"0";"0";"5.98";"1";"1"
"329";"25711";"112";"112";"1";"2409";"128";"6.71";"5.37";"0";"0";"5.37";"1";"1"
"330";"25869";"112";"112";"1";"2418";"123";"7.47";"5.98";"0";"0";"5.98";"1";"1"
"331";"25973";"112";"112";"1";"2424";"119";"6.18";"4.94";"0";"0";"4.94";"1";"1"
"332";"26246";"112";"112";"1";"2439";"122";"8.3";"6.64";"0";"0";"6.64";"1";"1"
"333";"26477";"112";"112";"1";"2453";"119";"2.95";"2.36";"0";"0";"2.36";"1";"1"
"334";"26567";"112";"112";"1";"2459";"119";"6.33";"5.06";"0";"0";"5.06";"1";"1"
"335";"26747";"112";"112";"1";"2469";"119";"5.38";"4.3";"0";"0";"4.3";"1";"1"
"336";"26819";"112";"112";"1";"2473";"119";"7.92";"6.34";"0";"0";"6.34";"1";"1"
"337";"26909";"112";"112";"1";"2478";"119";"6.03";"4.82";"0";"0";"4.82";"1";"1"
"338";"26404";"112";"112";"1";"2448";"230";"0.81";"0.65";"0";"0";"0.65";"1";"1"
"339";"26494";"112";"112";"1";"2453";"230";"5.56";"4.45";"0";"0";"4.45";"1";"1"
"340";"26584";"112";"112";"1";"2459";"230";"6.31";"5.05";"0";"0";"5.05";"1";"1"
"341";"26764";"112";"112";"1";"2469";"230";"7.41";"5.93";"0";"0";"5.93";"1";"1"
"342";"26836";"112";"112";"1";"2473";"230";"7.88";"6.3";"0";"0";"6.3";"1";"1"
"343";"26926";"112";"112";"1";"2478";"230";"6.66";"5.33";"0";"0";"5.33";"1";"1"
"344";"26391";"112";"112";"1";"2448";"123";"4.6";"3.68";"0";"0";"3.68";"1";"1"
"345";"26715";"112";"112";"1";"2467";"123";"6.72";"5.38";"0";"0";"5.38";"1";"1"
"346";"26392";"112";"112";"1";"2448";"124";"2.89";"2.31";"0";"0";"2.31";"1";"1"
"347";"26403";"112";"112";"1";"2448";"229";"1.46";"1.17";"0";"0";"1.17";"1";"1"
"348";"26401";"112";"112";"1";"2448";"227";"3.98";"3.18";"0";"0";"3.18";"1";"1"
"349";"26389";"112";"112";"1";"2448";"121";"4.22";"3.38";"0";"0";"3.38";"1";"1"
"350";"29892";"112";"112";"1";"2384";"170";"5.2";"4.16";"0";"0";"4.16";"1";"1"
"351";"27155";"112";"112";"1";"2226";"142";"7.56";"6.05";"0";"0";"6.05";"1";"1"
"352";"27291";"112";"112";"1";"2234";"142";"8.17";"6.54";"0";"0";"6.54";"1";"1"
"353";"27165";"112";"112";"1";"2226";"231";"7.02";"5.62";"0";"0";"5.62";"1";"1"
"354";"27153";"112";"112";"1";"2226";"140";"7.61";"6.09";"0";"0";"6.09";"1";"1"
"355";"27624";"112";"112";"1";"2253";"231";"7.79";"6.23";"0";"0";"6.23";"1";"1"
"356";"27709";"112";"112";"1";"2258";"231";"6.67";"5.34";"0";"0";"5.34";"1";"1"
"357";"27699";"112";"112";"1";"2258";"142";"8.17";"6.54";"0";"0";"6.54";"1";"1"
"358";"27852";"112";"112";"1";"2267";"142";"7.78";"6.22";"0";"0";"6.22";"1";"1"
"359";"27617";"112";"112";"1";"2253";"145";"8.61";"6.89";"0";"0";"6.89";"1";"1"
"360";"27702";"112";"112";"1";"2258";"145";"8.92";"7.14";"0";"0";"7.14";"1";"1"
"361";"27821";"112";"112";"1";"2265";"145";"8.39";"6.71";"0";"0";"6.71";"1";"1"
"362";"27703";"112";"112";"1";"2258";"146";"8.35";"6.68";"0";"0";"6.68";"1";"1"
"363";"27708";"112";"112";"1";"2258";"221";"7.61";"6.09";"0";"0";"6.09";"1";"1"
"364";"28118";"112";"112";"1";"2282";"232";"7";"5.6";"0";"0";"5.6";"1";"1"
"365";"28186";"112";"112";"1";"2286";"232";"6.57";"5.26";"0";"0";"5.26";"1";"1"
"366";"28108";"112";"112";"1";"2282";"143";"5.75";"4.6";"0";"0";"4.6";"1";"1"
"367";"28176";"112";"112";"1";"2286";"143";"6.22";"4.98";"0";"0";"4.98";"1";"1"
"368";"28171";"112";"112";"1";"2286";"138";"8.15";"6.52";"0";"0";"6.52";"1";"1"
"369";"28484";"112";"112";"1";"2304";"145";"7.94";"6.35";"0";"0";"6.35";"1";"1"
"370";"28502";"112";"112";"1";"2305";"146";"7.41";"5.93";"0";"0";"5.93";"1";"1"
"371";"28963";"112";"112";"1";"2358";"151";"8.49";"6.79";"0";"0";"6.79";"1";"1"
"372";"28882";"112";"112";"1";"2352";"161";"9.62";"7.7";"8";"1.6";"9.3";"1";"1"
"373";"28897";"112";"112";"1";"2353";"161";"8.96";"7.17";"0";"0";"7.17";"1";"1"
"374";"28942";"112";"112";"1";"2356";"161";"9.68";"7.74";"0";"0";"7.74";"1";"1"
"375";"28957";"112";"112";"1";"2357";"161";"8.45";"6.76";"0";"0";"6.76";"1";"1"
"376";"28972";"112";"112";"1";"2358";"161";"9.8";"7.84";"0";"0";"7.84";"1";"1"
"377";"28875";"112";"112";"1";"2352";"154";"8.69";"6.95";"0";"0";"6.95";"1";"1"
"378";"28890";"112";"112";"1";"2353";"154";"8.64";"6.91";"0";"0";"6.91";"1";"1"
"379";"28950";"112";"112";"1";"2357";"154";"8.49";"6.79";"0";"0";"6.79";"1";"1"
"380";"29085";"112";"112";"1";"2366";"154";"8.64";"6.91";"0";"0";"6.91";"1";"1"
"381";"29540";"112";"112";"1";"2506";"159";"8.49";"6.79";"0";"0";"6.79";"1";"1"
"382";"30158";"112";"112";"1";"2324";"204";"8.94";"7.15";"0";"0";"7.15";"1";"1"
"383";"30242";"112";"112";"1";"2328";"204";"9.23";"7.38";"0";"0";"7.38";"1";"1"
"384";"30240";"112";"112";"1";"2327";"238";"8.63";"6.9";"0";"0";"6.9";"1";"1"
"385";"30261";"112";"112";"1";"2328";"238";"7.98";"6.38";"0";"0";"6.38";"1";"1"
"386";"30345";"112";"112";"1";"2332";"238";"8.02";"6.42";"0";"0";"6.42";"1";"1"
"387";"30304";"112";"112";"1";"2331";"203";"7.71";"6.17";"0";"0";"6.17";"1";"1"
"388";"30325";"112";"112";"1";"2332";"203";"9.34";"7.47";"0";"0";"7.47";"1";"1"
"389";"30259";"112";"112";"1";"2328";"236";"7.55";"6.04";"0";"0";"6.04";"1";"1"
"390";"30343";"112";"112";"1";"2332";"236";"7.64";"6.11";"0";"0";"6.11";"1";"1"
"391";"30160";"112";"112";"1";"2324";"207";"8.89";"7.11";"0";"0";"7.11";"1";"1"
"392";"30244";"112";"112";"1";"2328";"207";"8.84";"7.07";"0";"0";"7.07";"1";"1"
"393";"30328";"112";"112";"1";"2332";"207";"8.95";"7.16";"0";"0";"7.16";"1";"1"
"394";"30342";"112";"112";"1";"2332";"235";"8.84";"7.07";"0";"0";"7.07";"1";"1"
"395";"30249";"112";"112";"1";"2328";"212";"9.47";"7.58";"0.01";"0";"7.58";"1";"1"
"396";"7937";"111";"111";"1";"1423";"96";"9.35";"7.48";"0";"0";"7.48";"1";"1"
"397";"21314";"112";"112";"1";"1186";"60";"8.64";"6.91";"0";"0";"6.91";"1";"1"
"398";"21340";"112";"112";"1";"1188";"60";"7.81";"6.25";"0";"0";"6.25";"1";"1"
"399";"21317";"112";"112";"1";"1186";"63";"9.33";"7.46";"0";"0";"7.46";"1";"1"
"400";"21343";"112";"112";"1";"1188";"63";"5.98";"4.78";"0";"0";"4.78";"1";"1"
"401";"16037";"112";"112";"1";"1003";"31";"8.71";"6.97";"4.5";"0.9";"7.87";"1";"6"
"402";"10003";"111";"111";"1";"1582";"108";"6.62";"5.3";"0";"0";"5.3";"1";"6"
"403";"347";"111";"111";"1";"1658";"123";"8.26";"6.61";"5.4";"1.08";"7.69";"1";"1"
"404";"1445";"111";"111";"1";"1719";"123";"7.64";"6.11";"2.5";"0.5";"6.61";"1";"1"
"405";"1463";"111";"111";"1";"1720";"123";"7.55";"6.04";"0.39";"0.08";"6.12";"1";"6"
"406";"4477";"111";"111";"1";"1846";"189";"5.96";"4.77";"5";"1";"5.77";"1";"6"
"407";"29086";"1";"1";"1";"2366";"155";"5.69";"4.55";"5.75";"1.15";"5.7";"1";"1"
"408";"343";"111";"111";"1";"1658";"119";"7.1";"5.68";"5";"1";"6.68";"1";"6"
"409";"1441";"111";"111";"1";"1719";"119";"7.03";"5.62";"6";"1.2";"6.82";"1";"6"
"410";"1459";"111";"111";"1";"1720";"119";"6.99";"5.59";"4";"0.8";"6.39";"1";"6"
"411";"4472";"111";"111";"1";"1846";"184";"4.73";"3.78";"5.26";"1.05";"4.83";"1";"1"
"412";"4558";"1";"1";"1";"1850";"195";"7.23";"5.78";"1";"0.2";"5.98";"1";"6"
"413";"4558";"1";"1";"1";"1850";"195";"7.23";"5.78";"5";"1";"6.78";"1";"8"
"414";"13311";"2";"2";"1";"392";"35";"9.87";"7.9";"8.5";"1.7";"9.6";"1";"1"
"415";"17231";"111";"111";"1";"509";"49";"5.63";"4.5";"5.5";"1.1";"5.6";"1";"1"
"416";"64436";"111";"111";"3";"1857";"162";"6.97";"6.5";"0";"0";"6.97";"1";"1"
"417";"4183";"111";"111";"1";"1830";"200";"0";"0";"0";"0";"4";"1";"1"
"418";"4202";"111";"111";"1";"1831";"200";"0";"0";"0";"0";"5";"1";"1"
"419";"4221";"111";"111";"1";"1832";"200";"0";"0";"0";"0";"5";"1";"1"
"420";"4240";"111";"111";"1";"1833";"200";"0";"0";"0";"0";"4";"1";"1"
"421";"4259";"111";"111";"1";"1834";"200";"0";"0";"0";"0";"5";"1";"1"
"422";"4278";"111";"111";"1";"1835";"200";"0";"0";"0";"0";"4";"1";"1"
"423";"4316";"111";"111";"1";"1837";"200";"0";"0";"0";"0";"4";"1";"1"
"424";"4335";"111";"111";"1";"1838";"200";"0";"0";"0";"0";"5";"1";"1"
"425";"4354";"111";"111";"1";"1839";"200";"0";"0";"0";"0";"5";"1";"1"
"426";"4373";"111";"111";"1";"1840";"200";"0";"0";"0";"0";"4";"1";"1"
"427";"4392";"111";"111";"1";"1841";"200";"0";"0";"0";"0";"4";"1";"1"
"428";"4411";"111";"111";"1";"1842";"200";"0";"0";"0";"0";"5";"1";"1"
"429";"4430";"111";"111";"1";"1843";"200";"0";"0";"0";"0";"5";"1";"1"
"430";"4449";"111";"111";"1";"1844";"200";"0";"0";"0";"0";"5";"1";"1"
"431";"4468";"111";"111";"1";"1845";"200";"0";"0";"0";"0";"5";"1";"1"
"432";"4487";"111";"111";"1";"1846";"200";"0";"0";"0";"0";"4";"1";"1"
"433";"4506";"111";"111";"1";"1847";"200";"0";"0";"0";"0";"5";"1";"1"
"434";"4525";"111";"111";"1";"1848";"200";"0";"0";"0";"0";"5";"1";"1"
"435";"4544";"111";"111";"1";"1849";"200";"0";"0";"0";"0";"4";"1";"1"
"436";"4563";"111";"111";"1";"1850";"200";"0";"0";"0";"0";"5";"1";"1"
"437";"4582";"111";"111";"1";"1851";"200";"0";"0";"0";"0";"5";"1";"1"
"438";"4601";"111";"111";"1";"1852";"200";"0";"0";"0";"0";"5";"1";"1"
"439";"4620";"111";"111";"1";"1853";"200";"0";"0";"0";"0";"5";"1";"1"
"440";"64440";"111";"111";"3";"1857";"234";"6.95";"6.5";"0";"0";"6.95";"1";"1"
"441";"44249";"112";"112";"2";"828";"7";"0";"0";"0";"0";"0";"1";"1"
"442";"44262";"112";"112";"2";"829";"7";"0";"0";"0";"0";"0";"1";"1"
"443";"44275";"112";"112";"2";"830";"7";"0";"0";"0";"0";"0";"1";"1"
"444";"44288";"112";"112";"2";"831";"7";"0";"0";"0";"0";"0";"1";"1"
"445";"44301";"112";"112";"2";"832";"7";"0";"0";"0";"0";"0";"1";"1"
"446";"44314";"112";"112";"2";"833";"7";"0";"0";"0";"0";"0";"1";"1"
"447";"44327";"112";"112";"2";"834";"7";"0";"0";"0";"0";"0";"1";"1"
"448";"44340";"112";"112";"2";"835";"7";"0";"0";"0";"0";"0";"1";"1"
"449";"44353";"112";"112";"2";"836";"7";"0";"0";"0";"0";"0";"1";"1"
"450";"44366";"112";"112";"2";"837";"7";"0";"0";"0";"0";"0";"1";"1"
"451";"44379";"112";"112";"2";"838";"7";"0";"0";"0";"0";"0";"1";"1"
"452";"44392";"112";"112";"2";"839";"7";"0";"0";"0";"0";"0";"1";"1"
"453";"44405";"112";"112";"2";"840";"7";"0";"0";"0";"0";"0";"1";"1"
"454";"44418";"112";"112";"2";"841";"7";"0";"0";"0";"0";"0";"1";"1"
"455";"44431";"112";"112";"2";"842";"7";"0";"0";"0";"0";"0";"1";"1"
"456";"44444";"112";"112";"2";"843";"7";"0";"0";"0";"0";"0";"1";"1"
"457";"44457";"112";"112";"2";"844";"7";"0";"0";"0";"0";"0";"1";"1"
"458";"44470";"112";"112";"2";"845";"7";"0";"0";"0";"0";"0";"1";"1"
"459";"44483";"112";"112";"2";"846";"7";"0";"0";"0";"0";"0";"1";"1"
"460";"44496";"112";"112";"2";"847";"7";"0";"0";"0";"0";"0";"1";"1"
"461";"44509";"112";"112";"2";"848";"7";"0";"0";"0";"0";"0";"1";"1"
"462";"44522";"112";"112";"2";"849";"7";"0";"0";"0";"0";"0";"1";"1"
"463";"44535";"112";"112";"2";"850";"7";"0";"0";"0";"0";"0";"1";"1"
"464";"44548";"112";"112";"2";"851";"7";"0";"0";"0";"0";"0";"1";"1"
"465";"44561";"112";"112";"2";"852";"7";"0";"0";"0";"0";"0";"1";"1"
"466";"44574";"112";"112";"2";"853";"7";"0";"0";"0";"0";"0";"1";"1"
"467";"44587";"112";"112";"2";"854";"7";"0";"0";"0";"0";"0";"1";"1"
"468";"44600";"112";"112";"2";"855";"7";"0";"0";"0";"0";"0";"1";"1"
"469";"44613";"112";"112";"2";"856";"7";"0";"0";"0";"0";"0";"1";"1"
"470";"44626";"112";"112";"2";"857";"7";"0";"0";"0";"0";"0";"1";"1"
"471";"44639";"112";"112";"2";"858";"7";"0";"0";"0";"0";"0";"1";"1"
"472";"44652";"112";"112";"2";"859";"7";"0";"0";"0";"0";"0";"1";"1"
"473";"54649";"112";"112";"2";"2127";"106";"0";"0";"0";"0";"0";"1";"1"
"474";"54662";"112";"112";"2";"2128";"106";"0";"0";"0";"0";"0";"1";"1"
"475";"54675";"112";"112";"2";"2129";"106";"0";"0";"0";"0";"0";"1";"1"
"476";"54688";"112";"112";"2";"2130";"106";"0";"0";"0";"0";"0";"1";"1"
"477";"54701";"112";"112";"2";"2131";"106";"0";"0";"0";"0";"0";"1";"1"
"478";"54714";"112";"112";"2";"2132";"106";"0";"0";"0";"0";"0";"1";"1"
"479";"54727";"112";"112";"2";"2133";"106";"0";"0";"0";"0";"0";"1";"1"
"480";"54740";"112";"112";"2";"2134";"106";"0";"0";"0";"0";"0";"1";"1"
"481";"54753";"112";"112";"2";"2135";"106";"0";"0";"0";"0";"0";"1";"1"
"482";"54766";"112";"112";"2";"2136";"106";"0";"0";"0";"0";"0";"1";"1"
"483";"54779";"112";"112";"2";"2137";"106";"0";"0";"0";"0";"0";"1";"1"
"484";"54792";"112";"112";"2";"2138";"106";"0";"0";"0";"0";"0";"1";"1"
"485";"54805";"112";"112";"2";"2139";"106";"0";"0";"0";"0";"0";"1";"1"
"486";"54818";"112";"112";"2";"2140";"106";"0";"0";"0";"0";"0";"1";"1"
"487";"54831";"112";"112";"2";"2141";"106";"0";"0";"0";"0";"0";"1";"1"
"488";"54844";"112";"112";"2";"2142";"106";"0";"0";"0";"0";"0";"1";"1"
"489";"54857";"112";"112";"2";"2143";"106";"0";"0";"0";"0";"0";"1";"1"
"490";"54870";"112";"112";"2";"2144";"106";"0";"0";"0";"0";"0";"1";"1"
"491";"54883";"112";"112";"2";"2145";"106";"0";"0";"0";"0";"0";"1";"1"
"492";"54896";"112";"112";"2";"2146";"106";"0";"0";"0";"0";"0";"1";"1"
"493";"54909";"112";"112";"2";"2147";"106";"0";"0";"0";"0";"0";"1";"1"
"494";"54922";"112";"112";"2";"2148";"106";"0";"0";"0";"0";"0";"1";"1"
"495";"54935";"112";"112";"2";"2149";"106";"0";"0";"0";"0";"0";"1";"1"
"496";"54948";"112";"112";"2";"2150";"106";"0";"0";"0";"0";"0";"1";"1"
"497";"54961";"112";"112";"2";"2151";"106";"0";"0";"0";"0";"0";"1";"1"
"498";"54974";"112";"112";"2";"2152";"106";"0";"0";"0";"0";"0";"1";"1"
"499";"54987";"112";"112";"2";"2153";"106";"0";"0";"0";"0";"0";"1";"1"
"500";"55000";"112";"112";"2";"2154";"106";"0";"0";"0";"0";"0";"1";"1"
"501";"55013";"112";"112";"2";"2155";"106";"0";"0";"0";"0";"0";"1";"1"
"502";"53081";"1";"1";"2";"2006";"98";"8.02";"6.42";"0";"0";"6.42";"1";"1"
"503";"83637";"1";"1";"3";"2006";"98";"7.07";"0";"0";"0";"7.07";"1";"1"
"504";"58880";"112";"112";"2";"2299";"140";"8.82";"7.06";"0.01";"0";"7.06";"1";"1"
"505";"52157";"1";"1";"2";"1934";"6";"0";"0";"0";"0";"0";"1";"1"
"506";"52170";"1";"1";"2";"1935";"6";"0";"0";"0";"0";"0";"1";"1"
"507";"52183";"1";"1";"2";"1936";"6";"0";"0";"0";"0";"0";"1";"1"
"508";"52196";"1";"1";"2";"1937";"6";"0";"0";"0";"0";"0";"1";"1"
"509";"52209";"1";"1";"2";"1938";"6";"0";"0";"0";"0";"0";"1";"1"
"510";"52222";"1";"1";"2";"1939";"6";"0";"0";"0";"0";"0";"1";"1"
"511";"52235";"1";"1";"2";"1940";"6";"0";"0";"0";"0";"0";"1";"1"
"512";"52248";"1";"1";"2";"1941";"6";"0";"0";"0";"0";"0";"1";"1"
"513";"52261";"1";"1";"2";"1942";"6";"0";"0";"0";"0";"0";"1";"1"
"514";"52274";"1";"1";"2";"1943";"6";"0";"0";"0";"0";"0";"1";"1"
"515";"52287";"1";"1";"2";"1944";"6";"0";"0";"0";"0";"0";"1";"1"
"516";"52300";"1";"1";"2";"1945";"6";"0";"0";"0";"0";"0";"1";"1"
"517";"52313";"1";"1";"2";"1946";"6";"0";"0";"0";"0";"0";"1";"1"
"518";"52326";"1";"1";"2";"1947";"6";"0";"0";"0";"0";"0";"1";"1"
"519";"52339";"1";"1";"2";"1948";"6";"0";"0";"0";"0";"0";"1";"1"
"520";"52352";"1";"1";"2";"1949";"6";"0";"0";"0";"0";"0";"1";"1"
"521";"52365";"1";"1";"2";"1950";"6";"0";"0";"0";"0";"0";"1";"1"
"522";"52378";"1";"1";"2";"1951";"6";"0";"0";"0";"0";"0";"1";"1"
"523";"52391";"1";"1";"2";"1952";"6";"0";"0";"0";"0";"0";"1";"1"
"524";"52404";"1";"1";"2";"1953";"6";"0";"0";"0";"0";"0";"1";"1"
"525";"52417";"1";"1";"2";"1954";"6";"0";"0";"0";"0";"0";"1";"1"
"526";"52430";"1";"1";"2";"1955";"6";"0";"0";"0";"0";"0";"1";"1"
"527";"52443";"1";"1";"2";"1956";"6";"0";"0";"0";"0";"0";"1";"1"
"528";"52456";"1";"1";"2";"1957";"6";"0";"0";"0";"0";"0";"1";"1"
"529";"52469";"1";"1";"2";"1958";"6";"0";"0";"0";"0";"0";"1";"1"
"530";"52482";"1";"1";"2";"1959";"6";"0";"0";"0";"0";"0";"1";"1"
"531";"52495";"1";"1";"2";"1960";"6";"0";"0";"0";"0";"0";"1";"1"
"532";"52508";"1";"1";"2";"1961";"6";"0";"0";"0";"0";"0";"1";"1"
"533";"52521";"1";"1";"2";"1962";"6";"0";"0";"0";"0";"0";"1";"1"
"534";"52534";"1";"1";"2";"1963";"6";"0";"0";"0";"0";"0";"1";"1"
"535";"52547";"1";"1";"2";"1964";"6";"0";"0";"0";"0";"0";"1";"1"
"536";"52560";"1";"1";"2";"1965";"6";"0";"0";"0";"0";"0";"1";"1"
"537";"52573";"1";"1";"2";"1966";"6";"0";"0";"0";"0";"0";"1";"1"
"538";"52586";"1";"1";"2";"1967";"6";"0";"0";"0";"0";"0";"1";"1"
"539";"25004";"112";"112";"1";"2193";"107";"7.93";"6.34";"0";"0";"6.34";"1";"6"
"540";"25056";"112";"112";"1";"2197";"107";"8.71";"6.97";"0";"0";"6.97";"1";"6"
"541";"25134";"112";"112";"1";"2203";"107";"7.11";"5.69";"0";"0";"5.69";"1";"6"
"542";"86064";"112";"112";"3";"2193";"107";"7.17";"0";"0";"0";"7.17";"1";"1"
"543";"86116";"112";"112";"3";"2197";"107";"6.2";"0";"0";"0";"6.2";"1";"1"
"544";"86194";"112";"112";"3";"2203";"107";"6.48";"0";"0";"0";"6.48";"1";"1"
"545";"29892";"112";"112";"1";"2384";"170";"5.2";"4.16";"0";"0";"4.16";"1";"6"
"546";"60378";"112";"112";"2";"2384";"170";"7.92";"6.34";"5";"1";"7.34";"1";"1"
"547";"53084";"112";"112";"2";"2006";"101";"8.37";"6.7";"0.1";"0.02";"6.72";"1";"1"
"548";"58887";"112";"112";"2";"2299";"147";"8.41";"6.73";"0";"0";"6.73";"1";"1"
"549";"58886";"112";"112";"2";"2299";"146";"8.71";"6.97";"0";"0";"6.97";"1";"1"
"550";"52153";"112";"112";"2";"1934";"2";"8";"6.4";"9";"1.8";"8.2";"1";"1"
"551";"52166";"112";"112";"2";"1935";"2";"6.95";"5.56";"8";"1.6";"7.16";"1";"1"
"552";"52179";"112";"112";"2";"1936";"2";"7.61";"6.09";"9";"1.8";"7.89";"1";"1"
