2654;1;6893;2;NULL;NULL;1
2655;1;6894;2;NULL;NULL;1
2656;1;6895;2;NULL;NULL;1
2657;1;6896;2;NULL;NULL;1
2658;1;6897;2;NULL;NULL;1
2659;1;6898;2;NULL;NULL;1
2660;1;6899;2;NULL;NULL;1
2661;1;6900;2;NULL;NULL;1
2662;1;6901;2;NULL;NULL;1
2663;1;6902;2;NULL;NULL;1
2664;1;6903;2;NULL;NULL;1
2665;1;6904;2;NULL;NULL;1
2666;1;6905;2;NULL;NULL;1
2667;1;6906;2;NULL;NULL;1
2668;1;6907;2;NULL;NULL;1
2669;1;6908;2;NULL;NULL;1
2670;1;6909;2;NULL;NULL;1
2671;1;6910;2;NULL;NULL;1
2672;1;6911;2;NULL;NULL;1
2673;1;6912;2;NULL;NULL;1
2674;1;6913;2;NULL;NULL;1
2675;1;6914;2;NULL;NULL;1
2676;1;6915;2;NULL;NULL;1
2677;1;6916;2;NULL;NULL;1
2678;1;6917;2;NULL;NULL;1
2679;1;6918;2;NULL;NULL;1
2680;1;6919;2;NULL;NULL;1
2681;1;6920;2;NULL;NULL;1
2682;1;6921;2;NULL;NULL;1
2683;1;6922;2;NULL;NULL;1
2684;1;6923;2;NULL;NULL;1
2685;1;6924;2;NULL;NULL;1
2686;1;6925;2;NULL;NULL;1
2687;1;6926;2;NULL;NULL;1
2688;1;6927;2;NULL;NULL;1
2689;1;6928;2;NULL;NULL;1
2690;1;6929;2;NULL;NULL;1
2691;1;6930;2;NULL;NULL;1
2692;1;6931;2;NULL;NULL;1
2693;1;6932;2;NULL;NULL;1
2694;1;6933;2;NULL;NULL;1
