2529;6734;6746;MADRE;;;;;Si
2530;6735;6747;MADRE;;;;;Si
2531;6736;6748;MADRE;;;;;Si
2532;6737;6749;MADRE;;;;;Si
2533;6738;6750;MADRE;;;;;Si
2534;6739;6751;MADRE;;;;;Si
2535;6740;6752;MADRE;;;;;Si
2536;6741;6753;MADRE;;;;;Si
2537;6742;6754;MADRE;;;;;Si
2538;6743;6755;MADRE;;;;;Si
2539;6744;6756;MADRE;;;;;Si
2540;6745;6757;MADRE;;;;;Si
