"DARCODIGO","PERCODIGO","DARFECHAING","DARINSTPROCED","DARREPITE","DARCURREP","DARASIGPREF","DARASIGDIFC","DARDIGNIDAD","DARLOGROS","DARPARTIC","DARCLUBES","DAREXTRACU","DAROBSERVACION","DARPRODISC","DARPDCAUSA","DARPROAPROV","DARPACAUSA","DARPROASIS","DARPASCAUSA","DARCFEXONERA","DARCFTIEMPO","DARCFCAUSA"
"1","1","0000-00-00 00:00:00","NUEVO ECUADOR","No",NULL,"MATEMATICA","LENGUA Y LITERATURA",,,"ACTIVIDADES CULTURALES, DEPORTIVAS Y RELIGIOSAS",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
