"PASCODIGO","PERCODIGO","PASRELIGION","PASPARROQUIA","PASBAUTISMO","PASCOMUNION","PASCONFIRMACION","PASBIBLIA","PASOBSERV"
"1","1","CATOLICA","VIRGEN DE FATIMA","Si","No","No","Si",
