"MTRNO","INESCODIGO","GRUCODIGO","MTRID","ANOCODIGO","PARCODIGO","MTRFOLIO","MTRFECHA","MTRFECHAEXT","MTRESTADO","MTRFECESTADO"
"1","1098","11",NULL,"2","3","1","2016-04-14","jueves 14 de abril de 2016","1",NULL
