"INSCODIGO";"INSID";"INSNOMBRE";"INSDESCRIPCION";"INSOBSERVACION";"INSRUC";"INSDIRECCION";"INSTELEFONO1";"INSTELEFONO2";"INSFAX";"INSMOVIL";"INSESTADO"
"1";NULL;"DON BOSCO";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1"
